"Datum";"+A/789171 [kW]";"Status";
06.06.2023 11:15;0,035;namìøená data OK;
06.06.2023 11:30;0,025;namìøená data OK;
06.06.2023 11:45;0,053;namìøená data OK;
06.06.2023 12:00;0,024;namìøená data OK;
06.06.2023 12:15;0,036;namìøená data OK;
06.06.2023 12:30;0,055;namìøená data OK;
06.06.2023 12:45;0,027;namìøená data OK;
06.06.2023 13:00;0,044;namìøená data OK;
06.06.2023 13:15;0,046;namìøená data OK;
06.06.2023 13:30;0,012;namìøená data OK;
06.06.2023 13:45;0,042;namìøená data OK;
06.06.2023 14:00;0,038;namìøená data OK;
06.06.2023 14:15;0,009;namìøená data OK;
06.06.2023 14:30;0,046;namìøená data OK;
06.06.2023 14:45;0,038;namìøená data OK;
06.06.2023 15:00;0,032;namìøená data OK;
06.06.2023 15:15;0,04;namìøená data OK;
06.06.2023 15:30;0,02;namìøená data OK;
06.06.2023 15:45;0;namìøená data OK;
06.06.2023 16:00;0;namìøená data OK;
06.06.2023 16:15;0,026;namìøená data OK;
06.06.2023 16:30;0,011;namìøená data OK;
06.06.2023 16:45;0,012;namìøená data OK;
06.06.2023 17:00;0,006;namìøená data OK;
06.06.2023 17:15;0,002;namìøená data OK;
06.06.2023 17:30;0;namìøená data OK;
06.06.2023 17:45;0,004;namìøená data OK;
06.06.2023 18:00;0,002;namìøená data OK;
06.06.2023 18:15;0,002;namìøená data OK;
06.06.2023 18:30;0;namìøená data OK;
06.06.2023 18:45;0,018;namìøená data OK;
06.06.2023 19:00;0,02;namìøená data OK;
06.06.2023 19:15;0,017;namìøená data OK;
06.06.2023 19:30;0,02;namìøená data OK;
06.06.2023 19:45;0,036;namìøená data OK;
06.06.2023 20:00;0,035;namìøená data OK;
06.06.2023 20:15;0,021;namìøená data OK;
06.06.2023 20:30;0,036;namìøená data OK;
06.06.2023 20:45;0,027;namìøená data OK;
06.06.2023 21:00;0,045;namìøená data OK;
06.06.2023 21:15;0,036;namìøená data OK;
06.06.2023 21:30;0,024;namìøená data OK;
06.06.2023 21:45;0,016;namìøená data OK;
06.06.2023 22:00;0,015;namìøená data OK;
06.06.2023 22:15;0,016;namìøená data OK;
06.06.2023 22:30;0,021;namìøená data OK;
06.06.2023 22:45;0,005;namìøená data OK;
06.06.2023 23:00;0,018;namìøená data OK;
06.06.2023 23:15;0,036;namìøená data OK;
06.06.2023 23:30;0,024;namìøená data OK;
06.06.2023 23:45;0,006;namìøená data OK;
07.06.2023 00:00;0,019;namìøená data OK;
07.06.2023 00:15;0;namìøená data OK;
07.06.2023 00:30;0,009;namìøená data OK;
07.06.2023 00:45;0,022;namìøená data OK;
07.06.2023 01:00;0,389;namìøená data OK;
07.06.2023 01:15;0,406;namìøená data OK;
07.06.2023 01:30;0,24;namìøená data OK;
07.06.2023 01:45;0,333;namìøená data OK;
07.06.2023 02:00;0,404;namìøená data OK;
07.06.2023 02:15;0,266;namìøená data OK;
07.06.2023 02:30;0,433;namìøená data OK;
07.06.2023 02:45;0,437;namìøená data OK;
07.06.2023 03:00;0,32;namìøená data OK;
07.06.2023 03:15;0,381;namìøená data OK;
07.06.2023 03:30;0,406;namìøená data OK;
07.06.2023 03:45;0,293;namìøená data OK;
07.06.2023 04:00;0,39;namìøená data OK;
07.06.2023 04:15;0,372;namìøená data OK;
07.06.2023 04:30;0,358;namìøená data OK;
07.06.2023 04:45;0,339;namìøená data OK;
07.06.2023 05:00;0,302;namìøená data OK;
07.06.2023 05:15;0,206;namìøená data OK;
07.06.2023 05:30;0,152;namìøená data OK;
07.06.2023 05:45;0,017;namìøená data OK;
07.06.2023 06:00;0,083;namìøená data OK;
07.06.2023 06:15;0,045;namìøená data OK;
07.06.2023 06:30;0,011;namìøená data OK;
07.06.2023 06:45;0,035;namìøená data OK;
07.06.2023 07:00;0,04;namìøená data OK;
07.06.2023 07:15;0,007;namìøená data OK;
07.06.2023 07:30;0,048;namìøená data OK;
07.06.2023 07:45;0,037;namìøená data OK;
07.06.2023 08:00;0,01;namìøená data OK;
07.06.2023 08:15;0,054;namìøená data OK;
07.06.2023 08:30;0,037;namìøená data OK;
07.06.2023 08:45;0,03;namìøená data OK;
07.06.2023 09:00;0,046;namìøená data OK;
07.06.2023 09:15;0,032;namìøená data OK;
07.06.2023 09:30;0,038;namìøená data OK;
07.06.2023 09:45;0,038;namìøená data OK;
07.06.2023 10:00;0,026;namìøená data OK;
07.06.2023 10:15;0,034;namìøená data OK;
07.06.2023 10:30;0,003;namìøená data OK;
07.06.2023 10:45;0;namìøená data OK;
07.06.2023 11:00;0;namìøená data OK;
07.06.2023 11:15;0;namìøená data OK;
07.06.2023 11:30;0;namìøená data OK;
07.06.2023 11:45;0;namìøená data OK;
07.06.2023 12:00;0;namìøená data OK;
07.06.2023 12:15;0;namìøená data OK;
07.06.2023 12:30;0;namìøená data OK;
07.06.2023 12:45;0;namìøená data OK;
07.06.2023 13:00;0;namìøená data OK;
07.06.2023 13:15;0;namìøená data OK;
07.06.2023 13:30;0;namìøená data OK;
07.06.2023 13:45;0;namìøená data OK;
07.06.2023 14:00;0;namìøená data OK;
07.06.2023 14:15;0;namìøená data OK;
07.06.2023 14:30;0;namìøená data OK;
07.06.2023 14:45;0;namìøená data OK;
07.06.2023 15:00;0,02;namìøená data OK;
07.06.2023 15:15;0,043;namìøená data OK;
07.06.2023 15:30;0,027;namìøená data OK;
07.06.2023 15:45;0,041;namìøená data OK;
07.06.2023 16:00;0;namìøená data OK;
07.06.2023 16:15;0;namìøená data OK;
07.06.2023 16:30;0;namìøená data OK;
07.06.2023 16:45;0;namìøená data OK;
07.06.2023 17:00;0;namìøená data OK;
07.06.2023 17:15;0;namìøená data OK;
07.06.2023 17:30;0,01;namìøená data OK;
07.06.2023 17:45;0,043;namìøená data OK;
07.06.2023 18:00;0,049;namìøená data OK;
07.06.2023 18:15;0,042;namìøená data OK;
07.06.2023 18:30;0,032;namìøená data OK;
07.06.2023 18:45;0,026;namìøená data OK;
07.06.2023 19:00;0,036;namìøená data OK;
07.06.2023 19:15;0,041;namìøená data OK;
07.06.2023 19:30;0,011;namìøená data OK;
07.06.2023 19:45;0,039;namìøená data OK;
07.06.2023 20:00;0,019;namìøená data OK;
07.06.2023 20:15;0,013;namìøená data OK;
07.06.2023 20:30;0,039;namìøená data OK;
07.06.2023 20:45;0,022;namìøená data OK;
07.06.2023 21:00;0,046;namìøená data OK;
07.06.2023 21:15;0,039;namìøená data OK;
07.06.2023 21:30;0;namìøená data OK;
07.06.2023 21:45;0,024;namìøená data OK;
07.06.2023 22:00;0,024;namìøená data OK;
07.06.2023 22:15;0,042;namìøená data OK;
07.06.2023 22:30;0,025;namìøená data OK;
07.06.2023 22:45;0,032;namìøená data OK;
07.06.2023 23:00;0,033;namìøená data OK;
07.06.2023 23:15;0,044;namìøená data OK;
07.06.2023 23:30;0,037;namìøená data OK;
07.06.2023 23:45;0,039;namìøená data OK;
08.06.2023 00:00;0,022;namìøená data OK;
08.06.2023 00:15;0,039;namìøená data OK;
08.06.2023 00:30;0,039;namìøená data OK;
08.06.2023 00:45;0,007;namìøená data OK;
08.06.2023 01:00;0,036;namìøená data OK;
08.06.2023 01:15;0,032;namìøená data OK;
08.06.2023 01:30;0,03;namìøená data OK;
08.06.2023 01:45;0,029;namìøená data OK;
08.06.2023 02:00;0,015;namìøená data OK;
08.06.2023 02:15;0,018;namìøená data OK;
08.06.2023 02:30;0,036;namìøená data OK;
08.06.2023 02:45;0,037;namìøená data OK;
08.06.2023 03:00;0,03;namìøená data OK;
08.06.2023 03:15;0,024;namìøená data OK;
08.06.2023 03:30;0,018;namìøená data OK;
08.06.2023 03:45;0,025;namìøená data OK;
08.06.2023 04:00;0,025;namìøená data OK;
08.06.2023 04:15;0,014;namìøená data OK;
08.06.2023 04:30;0,016;namìøená data OK;
08.06.2023 04:45;0,028;namìøená data OK;
08.06.2023 05:00;0,027;namìøená data OK;
08.06.2023 05:15;0,055;namìøená data OK;
08.06.2023 05:30;0,025;namìøená data OK;
08.06.2023 05:45;0,035;namìøená data OK;
08.06.2023 06:00;0,046;namìøená data OK;
08.06.2023 06:15;0,031;namìøená data OK;
08.06.2023 06:30;0,043;namìøená data OK;
08.06.2023 06:45;0,037;namìøená data OK;
08.06.2023 07:00;0,049;namìøená data OK;
08.06.2023 07:15;0,042;namìøená data OK;
08.06.2023 07:30;0,045;namìøená data OK;
08.06.2023 07:45;0,041;namìøená data OK;
08.06.2023 08:00;0,027;namìøená data OK;
08.06.2023 08:15;0,018;namìøená data OK;
08.06.2023 08:30;0;namìøená data OK;
08.06.2023 08:45;0;namìøená data OK;
08.06.2023 09:00;0;namìøená data OK;
08.06.2023 09:15;0;namìøená data OK;
08.06.2023 09:30;0;namìøená data OK;
08.06.2023 09:45;0;namìøená data OK;
08.06.2023 10:00;0;namìøená data OK;
08.06.2023 10:15;0;namìøená data OK;
08.06.2023 10:30;0;namìøená data OK;
08.06.2023 10:45;0;namìøená data OK;
08.06.2023 11:00;0;namìøená data OK;
08.06.2023 11:15;0;namìøená data OK;
08.06.2023 11:30;0;namìøená data OK;
08.06.2023 11:45;0;namìøená data OK;
08.06.2023 12:00;0;namìøená data OK;
08.06.2023 12:15;0;namìøená data OK;
08.06.2023 12:30;0;namìøená data OK;
08.06.2023 12:45;0;namìøená data OK;
08.06.2023 13:00;0;namìøená data OK;
08.06.2023 13:15;0;namìøená data OK;
08.06.2023 13:30;0;namìøená data OK;
08.06.2023 13:45;0;namìøená data OK;
08.06.2023 14:00;0;namìøená data OK;
08.06.2023 14:15;0;namìøená data OK;
08.06.2023 14:30;0;namìøená data OK;
08.06.2023 14:45;0;namìøená data OK;
08.06.2023 15:00;0,001;namìøená data OK;
08.06.2023 15:15;0;namìøená data OK;
08.06.2023 15:30;0;namìøená data OK;
08.06.2023 15:45;0,049;namìøená data OK;
08.06.2023 16:00;0,018;namìøená data OK;
08.06.2023 16:15;0,03;namìøená data OK;
08.06.2023 16:30;0,021;namìøená data OK;
08.06.2023 16:45;0,036;namìøená data OK;
08.06.2023 17:00;0,006;namìøená data OK;
08.06.2023 17:15;0,001;namìøená data OK;
08.06.2023 17:30;0;namìøená data OK;
08.06.2023 17:45;0;namìøená data OK;
08.06.2023 18:00;0,004;namìøená data OK;
08.06.2023 18:15;0,028;namìøená data OK;
08.06.2023 18:30;0,036;namìøená data OK;
08.06.2023 18:45;0,037;namìøená data OK;
08.06.2023 19:00;0,043;namìøená data OK;
08.06.2023 19:15;0,029;namìøená data OK;
08.06.2023 19:30;0,031;namìøená data OK;
08.06.2023 19:45;0;namìøená data OK;
08.06.2023 20:00;0,017;namìøená data OK;
08.06.2023 20:15;0,016;namìøená data OK;
08.06.2023 20:30;0,035;namìøená data OK;
08.06.2023 20:45;0,055;namìøená data OK;
08.06.2023 21:00;0,045;namìøená data OK;
08.06.2023 21:15;0,047;namìøená data OK;
08.06.2023 21:30;0,025;namìøená data OK;
08.06.2023 21:45;0,012;namìøená data OK;
08.06.2023 22:00;0,02;namìøená data OK;
08.06.2023 22:15;0,023;namìøená data OK;
08.06.2023 22:30;0,017;namìøená data OK;
08.06.2023 22:45;0,016;namìøená data OK;
08.06.2023 23:00;0,032;namìøená data OK;
08.06.2023 23:15;0,029;namìøená data OK;
08.06.2023 23:30;0,028;namìøená data OK;
08.06.2023 23:45;0,03;namìøená data OK;
09.06.2023 00:00;0,026;namìøená data OK;
09.06.2023 00:15;0,028;namìøená data OK;
09.06.2023 00:30;0,019;namìøená data OK;
09.06.2023 00:45;0,007;namìøená data OK;
09.06.2023 01:00;0,003;namìøená data OK;
09.06.2023 01:15;0,033;namìøená data OK;
09.06.2023 01:30;0,022;namìøená data OK;
09.06.2023 01:45;0,015;namìøená data OK;
09.06.2023 02:00;0,036;namìøená data OK;
09.06.2023 02:15;0,003;namìøená data OK;
09.06.2023 02:30;0;namìøená data OK;
09.06.2023 02:45;0,018;namìøená data OK;
09.06.2023 03:00;0,01;namìøená data OK;
09.06.2023 03:15;0,035;namìøená data OK;
09.06.2023 03:30;0,026;namìøená data OK;
09.06.2023 03:45;0,026;namìøená data OK;
09.06.2023 04:00;0,023;namìøená data OK;
09.06.2023 04:15;0,033;namìøená data OK;
09.06.2023 04:30;0,026;namìøená data OK;
09.06.2023 04:45;0,036;namìøená data OK;
09.06.2023 05:00;0,036;namìøená data OK;
09.06.2023 05:15;0,033;namìøená data OK;
09.06.2023 05:30;0,044;namìøená data OK;
09.06.2023 05:45;0,024;namìøená data OK;
09.06.2023 06:00;0,03;namìøená data OK;
09.06.2023 06:15;0,037;namìøená data OK;
09.06.2023 06:30;0,033;namìøená data OK;
09.06.2023 06:45;0,025;namìøená data OK;
09.06.2023 07:00;0,042;namìøená data OK;
09.06.2023 07:15;0,031;namìøená data OK;
09.06.2023 07:30;0,041;namìøená data OK;
09.06.2023 07:45;0,039;namìøená data OK;
09.06.2023 08:00;0,025;namìøená data OK;
09.06.2023 08:15;0,037;namìøená data OK;
09.06.2023 08:30;0,042;namìøená data OK;
09.06.2023 08:45;0,009;namìøená data OK;
09.06.2023 09:00;0,038;namìøená data OK;
09.06.2023 09:15;0,035;namìøená data OK;
09.06.2023 09:30;0,016;namìøená data OK;
09.06.2023 09:45;0;namìøená data OK;
09.06.2023 10:00;0;namìøená data OK;
09.06.2023 10:15;0;namìøená data OK;
09.06.2023 10:30;0;namìøená data OK;
09.06.2023 10:45;0;namìøená data OK;
09.06.2023 11:00;0;namìøená data OK;
09.06.2023 11:15;0;namìøená data OK;
09.06.2023 11:30;0;namìøená data OK;
09.06.2023 11:45;0;namìøená data OK;
09.06.2023 12:00;0;namìøená data OK;
09.06.2023 12:15;0;namìøená data OK;
09.06.2023 12:30;0;namìøená data OK;
09.06.2023 12:45;0;namìøená data OK;
09.06.2023 13:00;0;namìøená data OK;
09.06.2023 13:15;0;namìøená data OK;
09.06.2023 13:30;0;namìøená data OK;
09.06.2023 13:45;0,002;namìøená data OK;
09.06.2023 14:00;0;namìøená data OK;
09.06.2023 14:15;0;namìøená data OK;
09.06.2023 14:30;0;namìøená data OK;
09.06.2023 14:45;0;namìøená data OK;
09.06.2023 15:00;0,017;namìøená data OK;
09.06.2023 15:15;0,038;namìøená data OK;
09.06.2023 15:30;0,001;namìøená data OK;
09.06.2023 15:45;0;namìøená data OK;
09.06.2023 16:00;0;namìøená data OK;
09.06.2023 16:15;0,017;namìøená data OK;
09.06.2023 16:30;0,016;namìøená data OK;
09.06.2023 16:45;0,034;namìøená data OK;
09.06.2023 17:00;0,027;namìøená data OK;
09.06.2023 17:15;0,023;namìøená data OK;
09.06.2023 17:30;0,025;namìøená data OK;
09.06.2023 17:45;0,022;namìøená data OK;
09.06.2023 18:00;0,025;namìøená data OK;
09.06.2023 18:15;0;namìøená data OK;
09.06.2023 18:30;0,003;namìøená data OK;
09.06.2023 18:45;0,011;namìøená data OK;
09.06.2023 19:00;0,001;namìøená data OK;
09.06.2023 19:15;0;namìøená data OK;
09.06.2023 19:30;0;namìøená data OK;
09.06.2023 19:45;0,137;namìøená data OK;
09.06.2023 20:00;0,025;namìøená data OK;
09.06.2023 20:15;0,013;namìøená data OK;
09.06.2023 20:30;0,037;namìøená data OK;
09.06.2023 20:45;0,027;namìøená data OK;
09.06.2023 21:00;0,035;namìøená data OK;
09.06.2023 21:15;0,027;namìøená data OK;
09.06.2023 21:30;0,03;namìøená data OK;
09.06.2023 21:45;0,031;namìøená data OK;
09.06.2023 22:00;0,024;namìøená data OK;
09.06.2023 22:15;0,034;namìøená data OK;
09.06.2023 22:30;0,008;namìøená data OK;
09.06.2023 22:45;0;namìøená data OK;
09.06.2023 23:00;0,002;namìøená data OK;
09.06.2023 23:15;0,008;namìøená data OK;
09.06.2023 23:30;0,021;namìøená data OK;
09.06.2023 23:45;0,011;namìøená data OK;
10.06.2023 00:00;0,011;namìøená data OK;
10.06.2023 00:15;0,023;namìøená data OK;
10.06.2023 00:30;0,028;namìøená data OK;
10.06.2023 00:45;0,007;namìøená data OK;
10.06.2023 01:00;0,001;namìøená data OK;
10.06.2023 01:15;0,005;namìøená data OK;
10.06.2023 01:30;0,011;namìøená data OK;
10.06.2023 01:45;0,018;namìøená data OK;
10.06.2023 02:00;0,012;namìøená data OK;
10.06.2023 02:15;0,013;namìøená data OK;
10.06.2023 02:30;0,009;namìøená data OK;
10.06.2023 02:45;0,033;namìøená data OK;
10.06.2023 03:00;0,007;namìøená data OK;
10.06.2023 03:15;0,015;namìøená data OK;
10.06.2023 03:30;0,004;namìøená data OK;
10.06.2023 03:45;0,02;namìøená data OK;
10.06.2023 04:00;0,012;namìøená data OK;
10.06.2023 04:15;0,01;namìøená data OK;
10.06.2023 04:30;0,025;namìøená data OK;
10.06.2023 04:45;0,027;namìøená data OK;
10.06.2023 05:00;0,031;namìøená data OK;
10.06.2023 05:15;0,046;namìøená data OK;
10.06.2023 05:30;0,027;namìøená data OK;
10.06.2023 05:45;0,023;namìøená data OK;
10.06.2023 06:00;0,038;namìøená data OK;
10.06.2023 06:15;0,033;namìøená data OK;
10.06.2023 06:30;0,043;namìøená data OK;
10.06.2023 06:45;0,036;namìøená data OK;
10.06.2023 07:00;0,024;namìøená data OK;
10.06.2023 07:15;0,042;namìøená data OK;
10.06.2023 07:30;0,044;namìøená data OK;
10.06.2023 07:45;0,007;namìøená data OK;
10.06.2023 08:00;0,04;namìøená data OK;
10.06.2023 08:15;0,038;namìøená data OK;
10.06.2023 08:30;0,03;namìøená data OK;
10.06.2023 08:45;0,046;namìøená data OK;
10.06.2023 09:00;0,035;namìøená data OK;
10.06.2023 09:15;0,032;namìøená data OK;
10.06.2023 09:30;0,043;namìøená data OK;
10.06.2023 09:45;0,023;namìøená data OK;
10.06.2023 10:00;0,028;namìøená data OK;
10.06.2023 10:15;0,036;namìøená data OK;
10.06.2023 10:30;0,026;namìøená data OK;
10.06.2023 10:45;0,043;namìøená data OK;
10.06.2023 11:00;0,034;namìøená data OK;
10.06.2023 11:15;0;namìøená data OK;
10.06.2023 11:30;0,003;namìøená data OK;
10.06.2023 11:45;0,002;namìøená data OK;
10.06.2023 12:00;0,001;namìøená data OK;
10.06.2023 12:15;0;namìøená data OK;
10.06.2023 12:30;0,019;namìøená data OK;
10.06.2023 12:45;0,001;namìøená data OK;
10.06.2023 13:00;0;namìøená data OK;
10.06.2023 13:15;0,002;namìøená data OK;
10.06.2023 13:30;0,086;namìøená data OK;
10.06.2023 13:45;0,011;namìøená data OK;
10.06.2023 14:00;0,005;namìøená data OK;
10.06.2023 14:15;0;namìøená data OK;
10.06.2023 14:30;0;namìøená data OK;
10.06.2023 14:45;0;namìøená data OK;
10.06.2023 15:00;0;namìøená data OK;
10.06.2023 15:15;0;namìøená data OK;
10.06.2023 15:30;0;namìøená data OK;
10.06.2023 15:45;0;namìøená data OK;
10.06.2023 16:00;0;namìøená data OK;
10.06.2023 16:15;0;namìøená data OK;
10.06.2023 16:30;0;namìøená data OK;
10.06.2023 16:45;0;namìøená data OK;
10.06.2023 17:00;0;namìøená data OK;
10.06.2023 17:15;0;namìøená data OK;
10.06.2023 17:30;0;namìøená data OK;
10.06.2023 17:45;0;namìøená data OK;
10.06.2023 18:00;0;namìøená data OK;
10.06.2023 18:15;0;namìøená data OK;
10.06.2023 18:30;0;namìøená data OK;
10.06.2023 18:45;0;namìøená data OK;
10.06.2023 19:00;0,011;namìøená data OK;
10.06.2023 19:15;0,011;namìøená data OK;
10.06.2023 19:30;0,005;namìøená data OK;
10.06.2023 19:45;0;namìøená data OK;
10.06.2023 20:00;0,013;namìøená data OK;
10.06.2023 20:15;0,027;namìøená data OK;
10.06.2023 20:30;0,174;namìøená data OK;
10.06.2023 20:45;0,058;namìøená data OK;
10.06.2023 21:00;0,044;namìøená data OK;
10.06.2023 21:15;0,019;namìøená data OK;
10.06.2023 21:30;0,018;namìøená data OK;
10.06.2023 21:45;0,043;namìøená data OK;
10.06.2023 22:00;0,047;namìøená data OK;
10.06.2023 22:15;0,029;namìøená data OK;
10.06.2023 22:30;0,025;namìøená data OK;
10.06.2023 22:45;0,039;namìøená data OK;
10.06.2023 23:00;0,04;namìøená data OK;
10.06.2023 23:15;0,039;namìøená data OK;
10.06.2023 23:30;0,008;namìøená data OK;
10.06.2023 23:45;0,008;namìøená data OK;
11.06.2023 00:00;0,024;namìøená data OK;
11.06.2023 00:15;0,05;namìøená data OK;
11.06.2023 00:30;0,048;namìøená data OK;
11.06.2023 00:45;0,05;namìøená data OK;
11.06.2023 01:00;0,034;namìøená data OK;
11.06.2023 01:15;0,029;namìøená data OK;
11.06.2023 01:30;0,051;namìøená data OK;
11.06.2023 01:45;0,038;namìøená data OK;
11.06.2023 02:00;0,04;namìøená data OK;
11.06.2023 02:15;0,048;namìøená data OK;
11.06.2023 02:30;0,016;namìøená data OK;
11.06.2023 02:45;0,047;namìøená data OK;
11.06.2023 03:00;0,034;namìøená data OK;
11.06.2023 03:15;0,016;namìøená data OK;
11.06.2023 03:30;0,05;namìøená data OK;
11.06.2023 03:45;0,037;namìøená data OK;
11.06.2023 04:00;0,032;namìøená data OK;
11.06.2023 04:15;0,049;namìøená data OK;
11.06.2023 04:30;0,018;namìøená data OK;
